1.000000	0.759115	0.712179	0.698137	0.869605	0.546288	0.884825	0.598076	0.839045	0.592533	0.725280	0.877690	0.886488	0.649802	0.728411	0.792954	0.864360	0.737881	0.743566	0.895725	0.633544	0.746871	0.855877	0.714360	0.711904	0.640359	0.612886	0.951507	0.780112	0.816379	0.824039	0.585518	0.869752	0.625884	0.876144	0.732523	0.760126	0.879836	0.793955	0.693930	0.858326	0.737115	0.690373	0.708030	0.599340	0.798076	0.562026	0.660947	0.727169	0.631075	0.675483	0.557876	0.476055	0.868465	0.973303	0.643139	0.932887	0.714236	0.854449	0.695448	0.459023	0.760965	0.892709	0.450311	0.785661	0.849285	0.905831	0.715867	0.921385	0.537417	0.765904	0.790041	0.705615	0.609834	0.960334	0.537757	0.849410	0.808247	0.587077	0.958616	0.616662	0.754862	0.840267	0.543785	0.890514	0.621492	0.726006	0.735829	0.873344	0.715232	0.615820	0.467964	0.812465	0.924468	0.905014	0.714052	0.294189	0.806494	0.811698	0.764213
0.000000	1.000000	0.596388	0.595548	0.783635	0.374360	0.882715	0.404462	0.596268	0.448425	0.505513	0.929131	0.667562	0.496919	0.429320	0.572535	0.591335	0.791578	0.502389	0.613078	0.536843	0.585190	0.563745	0.434784	0.565993	0.344410	0.827512	0.724913	0.496573	0.513066	0.601555	0.329120	0.591711	0.382091	0.539612	0.773672	0.469225	0.669279	0.491365	0.427315	0.481294	0.576692	0.447836	0.412403	0.315212	0.866119	0.443250	0.403086	0.518479	0.565836	0.469393	0.288294	0.292713	0.698745	0.851521	0.433212	0.740525	0.414072	0.505175	0.434767	0.219632	0.508256	0.665753	0.331408	0.428605	0.762627	0.610116	0.518597	0.869697	0.405588	0.549322	0.679629	0.932384	0.468717	0.659856	0.356985	0.765619	0.489663	0.390320	0.698619	0.387997	0.715100	0.995194	0.280629	0.639043	0.445440	0.469998	0.916313	0.605426	0.370623	0.332445	0.352153	0.516384	0.637016	0.845646	0.836985	0.088011	0.528878	0.837565	0.649441
0.000000	0.000000	1.000000	0.752804	0.728318	0.581238	0.730092	0.842355	0.718612	0.615055	0.794038	0.675886	0.842222	0.631666	0.521810	0.709288	0.787928	0.640084	0.760300	0.732559	0.615450	0.814622	0.739440	0.660727	0.840890	0.587178	0.472435	0.723940	0.721110	0.596411	0.779710	0.619874	0.590064	0.741864	0.676300	0.658497	0.697174	0.646602	0.647796	0.679011	0.653005	0.560567	0.653362	0.611812	0.700512	0.704039	0.562139	0.806124	0.795068	0.606013	0.506117	0.641749	0.767516	0.755528	0.733801	0.695955	0.702893	0.776480	0.675346	0.626488	0.658858	0.690293	0.708603	0.396054	0.673365	0.650355	0.655015	0.671853	0.677308	0.502057	0.868708	0.760740	0.749245	0.530544	0.817804	0.524951	0.754049	0.771470	0.760881	0.861041	0.628710	0.892217	0.618400	0.649430	0.789104	0.751078	0.735363	0.557387	0.725354	0.673754	0.588461	0.657678	0.661353	0.715586	0.796323	0.783557	0.486798	0.747948	0.672997	0.733832
0.000000	0.000000	0.000000	1.000000	0.685547	0.567191	0.672588	0.657329	0.679724	0.624529	0.862397	0.655531	0.794256	0.797255	0.491590	0.760606	0.835949	0.777794	0.742639	0.759857	0.804784	0.811472	0.751009	0.611050	0.885387	0.544871	0.621349	0.735477	0.754834	0.579103	0.835107	0.562824	0.671581	0.727046	0.721733	0.636976	0.703489	0.691848	0.672787	0.646709	0.577454	0.663307	0.652130	0.602865	0.673943	0.814988	0.741407	0.720793	0.835810	0.584824	0.526164	0.631584	0.574275	0.804106	0.728578	0.644441	0.754147	0.708525	0.744985	0.732777	0.533844	0.779674	0.809363	0.540867	0.662476	0.620668	0.648009	0.584093	0.736314	0.658201	0.772998	0.714396	0.647906	0.685459	0.797770	0.528789	0.731616	0.714535	0.656948	0.718419	0.574859	0.785157	0.684429	0.643563	0.801536	0.747239	0.830420	0.544816	0.702262	0.666998	0.577902	0.706143	0.565465	0.698107	0.838549	0.778505	0.394422	0.838081	0.745374	0.819493
0.000000	0.000000	0.000000	0.000000	1.000000	0.645746	0.945054	0.554536	0.879973	0.706960	0.709255	0.826646	0.932654	0.718510	0.652006	0.905776	0.771315	0.758698	0.837969	0.897552	0.729697	0.868748	0.906491	0.741754	0.717613	0.614705	0.602463	0.740099	0.625738	0.712501	0.801634	0.634802	0.745916	0.680143	0.753722	0.744622	0.687401	0.726896	0.631259	0.753702	0.750904	0.633844	0.718528	0.725690	0.595961	0.895841	0.703152	0.703938	0.664345	0.882927	0.739580	0.591729	0.583159	0.811227	0.912801	0.733673	0.828465	0.698684	0.691784	0.747429	0.485300	0.795326	0.703957	0.501122	0.761748	0.787997	0.812001	0.794412	0.882425	0.610379	0.770447	0.861621	0.885466	0.616359	0.886114	0.651736	0.759374	0.809915	0.702014	0.854827	0.649711	0.801646	0.807911	0.595271	0.748793	0.717583	0.777730	0.716061	0.791285	0.699301	0.651578	0.592939	0.601462	0.951005	0.826543	0.771783	0.327337	0.757685	0.961782	0.706211
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.528689	0.497754	0.582779	0.792482	0.713344	0.383982	0.692846	0.478747	0.550173	0.707274	0.609319	0.389836	0.807407	0.626205	0.642417	0.612907	0.656292	0.666580	0.588585	0.566587	0.276061	0.442468	0.598996	0.557471	0.641058	0.663243	0.485701	0.652396	0.563129	0.321366	0.594457	0.440546	0.536124	0.795314	0.632679	0.366030	0.639573	0.716665	0.704985	0.522958	0.610946	0.685663	0.671445	0.601670	0.539656	0.622473	0.682878	0.604494	0.498817	0.949941	0.496212	0.690480	0.581694	0.604907	0.602549	0.710838	0.533325	0.274789	0.683366	0.445564	0.594308	0.720919	0.484785	0.534468	0.778980	0.829000	0.457782	0.553810	0.664930	0.726459	0.454509	0.759329	0.911738	0.613311	0.592836	0.729507	0.356027	0.632359	0.581928	0.684105	0.633483	0.291333	0.616685	0.662728	0.658175	0.494322	0.403111	0.701294	0.515024	0.464952	0.507952	0.652012	0.583145	0.642629
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.528901	0.800122	0.590391	0.658476	0.930144	0.871976	0.604994	0.545135	0.737998	0.706468	0.802355	0.681830	0.751517	0.711390	0.714826	0.779173	0.597449	0.709159	0.493016	0.695121	0.792637	0.612370	0.655369	0.724832	0.480518	0.705404	0.536843	0.720054	0.774144	0.588617	0.722915	0.594524	0.617069	0.666224	0.613672	0.582845	0.569734	0.482747	0.873437	0.540124	0.571352	0.641040	0.766195	0.611709	0.480551	0.451118	0.838626	0.968362	0.625879	0.820971	0.573903	0.612360	0.577253	0.402303	0.647180	0.713837	0.472964	0.619824	0.828010	0.732717	0.655433	0.928649	0.574477	0.697067	0.811424	0.895315	0.630256	0.826820	0.543927	0.788477	0.639040	0.542531	0.847418	0.527286	0.843780	0.876699	0.430344	0.730669	0.589429	0.600110	0.841845	0.721350	0.528883	0.532370	0.477533	0.613256	0.828748	0.869845	0.784094	0.235400	0.702760	0.985449	0.762965
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.572486	0.592865	0.715243	0.506065	0.677032	0.537911	0.450479	0.586921	0.809563	0.414708	0.704820	0.614580	0.540274	0.770191	0.643806	0.563977	0.720598	0.589419	0.279281	0.613404	0.805438	0.508809	0.699791	0.632486	0.501726	0.788720	0.600739	0.502331	0.690799	0.589620	0.602508	0.599645	0.588634	0.472769	0.564030	0.563606	0.721803	0.506878	0.566886	0.837197	0.828342	0.503860	0.417881	0.679999	0.833386	0.568899	0.562478	0.661511	0.580698	0.774283	0.671499	0.562609	0.798893	0.661931	0.683998	0.331581	0.658498	0.508659	0.546751	0.562826	0.527392	0.429432	0.743099	0.576934	0.490858	0.463539	0.698128	0.477647	0.639800	0.651966	0.667452	0.703073	0.618831	0.667477	0.438943	0.702878	0.742668	0.726138	0.683232	0.427642	0.607125	0.675220	0.574831	0.640643	0.590246	0.555183	0.608639	0.541011	0.584210	0.676087	0.479342	0.661156
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.653194	0.768906	0.682543	0.922546	0.775555	0.724451	0.890064	0.762895	0.690074	0.845679	0.910213	0.688539	0.789693	0.995795	0.845386	0.798923	0.765060	0.490906	0.765661	0.656855	0.816504	0.788680	0.691298	0.812281	0.744819	0.872733	0.773455	0.733517	0.713946	0.721154	0.792793	0.783319	0.626845	0.826780	0.782374	0.679395	0.755248	0.669347	0.721195	0.681499	0.825518	0.823298	0.773470	0.578186	0.860813	0.855460	0.659310	0.807210	0.682910	0.761906	0.850101	0.583532	0.782372	0.735827	0.511694	0.847231	0.744180	0.820525	0.771290	0.738797	0.671780	0.738112	0.738640	0.696216	0.649773	0.876181	0.721561	0.702379	0.827231	0.689816	0.826634	0.772853	0.734409	0.671437	0.704259	0.753825	0.702470	0.830203	0.586732	0.806978	0.797245	0.792648	0.622594	0.649552	0.970822	0.803242	0.664300	0.460643	0.846841	0.796063	0.720835
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.754852	0.470964	0.739847	0.608746	0.575153	0.779827	0.727117	0.497882	0.882306	0.698794	0.727784	0.698171	0.755703	0.732823	0.702763	0.684616	0.359425	0.538118	0.699491	0.598153	0.737968	0.764389	0.511745	0.782960	0.637820	0.446207	0.759133	0.505408	0.630605	0.817789	0.683579	0.461684	0.775275	0.809476	0.769135	0.616038	0.827881	0.820983	0.749494	0.656028	0.586023	0.791634	0.720584	0.647025	0.592503	0.840666	0.573486	0.682707	0.643450	0.698795	0.646163	0.843199	0.604316	0.424698	0.782110	0.511390	0.641131	0.786221	0.557980	0.580507	0.777349	0.795683	0.517446	0.551218	0.734486	0.787640	0.532526	0.750417	0.794125	0.641570	0.754083	0.684586	0.442808	0.748553	0.663235	0.772174	0.760480	0.375299	0.688753	0.743389	0.687153	0.629532	0.446138	0.715112	0.594032	0.486284	0.556482	0.769362	0.651147	0.723732
