1.000000	0.756533	0.831139	0.916822	0.721854	0.803658	0.850626	0.868564	0.030804	0.862018	0.831599	0.855499	0.801874	0.697074	0.850942	0.680860	0.796171	0.869599	0.834835	0.818192	0.752611	0.602432	0.834492	0.902130	0.778785	0.779511	0.830992	0.889678	0.816429	0.845415	0.853908	0.814017	0.869418	0.883087	0.868376	0.801925	0.564055	0.690674	0.736451	0.824811	0.700405	0.872044	0.778143	0.673521	0.758360	0.872288	0.874709	0.778014	0.666871	0.817821
0.000000	1.000000	0.749573	0.843054	0.656346	0.757639	0.845722	0.829771	0.112253	0.899766	0.826190	0.763352	0.721051	0.670443	0.842860	0.760740	0.566334	0.786769	0.783841	0.790878	0.701106	0.592917	0.818146	0.722817	0.799690	0.936727	0.841147	0.847159	0.790182	0.717657	0.855861	0.669012	0.851417	0.878647	0.798496	0.817589	0.494750	0.639958	0.685500	0.881028	0.750317	0.868438	0.893926	0.658659	0.734126	0.714456	0.863603	0.768926	0.579621	0.763643
0.000000	0.000000	1.000000	0.841832	0.672192	0.718833	0.879555	0.903880	0.060438	0.869179	0.688056	0.919830	0.706002	0.583271	0.772117	0.708809	0.693026	0.831281	0.758035	0.792098	0.832836	0.531976	0.715658	0.835384	0.706271	0.821601	0.747044	0.843353	0.778449	0.759672	0.799333	0.847374	0.734958	0.722913	0.731421	0.864722	0.708456	0.600452	0.726774	0.728583	0.669737	0.844238	0.704291	0.569121	0.705895	0.768203	0.766340	0.898633	0.615932	0.834060
0.000000	0.000000	0.000000	1.000000	0.730934	0.863481	0.930325	0.903389	0.093059	0.963609	0.930860	0.864999	0.848292	0.728171	0.945246	0.781283	0.680807	0.905742	0.795350	0.903876	0.759300	0.585653	0.908181	0.883906	0.874544	0.855116	0.923467	0.951234	0.880475	0.788074	0.958865	0.747655	0.940160	0.920033	0.875396	0.788502	0.535050	0.707584	0.755779	0.910005	0.739000	0.939057	0.810063	0.677515	0.790391	0.884011	0.934685	0.846966	0.706105	0.831927
0.000000	0.000000	0.000000	0.000000	1.000000	0.705802	0.693244	0.696400	0.057980	0.740993	0.749623	0.724071	0.804313	0.668055	0.749458	0.692225	0.640111	0.714172	0.785642	0.820519	0.613298	0.572944	0.742076	0.754605	0.744748	0.654583	0.761455	0.743604	0.732243	0.653706	0.764184	0.668475	0.719455	0.750236	0.748945	0.707387	0.449437	0.624918	0.678404	0.754870	0.700386	0.721302	0.666663	0.623851	0.754475	0.809902	0.802549	0.622979	0.771399	0.665594
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.822710	0.864087	0.096395	0.819016	0.825289	0.750639	0.888408	0.819182	0.878400	0.756736	0.728724	0.859491	0.821004	0.788899	0.719627	0.586364	0.875167	0.826649	0.720863	0.735361	0.805914	0.937588	0.760222	0.835564	0.818416	0.703771	0.915133	0.830114	0.824570	0.749046	0.443591	0.682272	0.903117	0.863850	0.731834	0.858258	0.789531	0.727370	0.773734	0.795837	0.788956	0.694613	0.735029	0.885992
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.925868	0.076413	0.940615	0.812769	0.892722	0.789197	0.683280	0.860143	0.795507	0.705145	0.881079	0.791057	0.877524	0.850984	0.593969	0.806014	0.830264	0.794159	0.936630	0.883052	0.913273	0.861378	0.796689	0.875351	0.766265	0.859481	0.822232	0.806369	0.848822	0.636304	0.651909	0.743105	0.868377	0.759528	0.906756	0.796519	0.678755	0.771416	0.838752	0.859617	0.906275	0.657967	0.812650
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.108637	0.903417	0.780352	0.907692	0.779632	0.662713	0.888096	0.755766	0.728369	0.900932	0.810200	0.846211	0.936415	0.538967	0.807705	0.900815	0.731798	0.845221	0.805281	1.000000	0.784616	0.824051	0.860331	0.815015	0.856270	0.806798	0.821245	0.874670	0.622728	0.672042	0.861895	0.836647	0.710883	0.937841	0.794359	0.649385	0.716969	0.785284	0.822425	0.805602	0.654099	0.942286
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.087688	0.117796	0.097050	0.128820	0.074271	0.113143	0.103845	0.000000	0.104657	0.012926	0.110090	0.107290	0.198222	0.082408	0.037633	0.098484	0.094458	0.080306	0.091087	0.101570	0.054491	0.104572	0.090658	0.101226	0.074346	0.066889	0.052961	0.048921	0.107060	0.122819	0.118786	0.017330	0.109593	0.126332	0.032586	0.118509	0.110895	0.070427	0.048230	0.159302	0.087559
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.847871	0.931607	0.794221	0.654854	0.890433	0.776037	0.647974	0.900370	0.834195	0.924645	0.771814	0.611204	0.852956	0.808792	0.877968	0.949415	0.908705	0.916819	0.911145	0.798446	0.975663	0.808498	0.882100	0.849771	0.790564	0.824368	0.605181	0.663575	0.740000	0.881163	0.785143	0.946991	0.799494	0.675866	0.817334	0.870269	0.919770	0.887535	0.667015	0.825110
